downstep	lexical_tone	ip_boundary	vowel_number_in_utterance	phone_label	text_name	word_label	utterance_label	utterance_num_within_text
!	H		9	u	sxw-T0138-texts-un	jawu	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	H		10	a	sxw-T0138-texts-un	va	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
!	H		11	i	sxw-T0138-texts-un	miakɔ	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	H		12	a	sxw-T0138-texts-un	miakɔ	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	Ø		13	ɔ	sxw-T0138-texts-un	miakɔ	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	Ø		14	ɔ	sxw-T0138-texts-un	nɔ	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	Ø		15	e	sxw-T0138-texts-un	je	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
!	H		16	o	sxw-T0138-texts-un	ko	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	L		17	ɔ	sxw-T0138-texts-un	mɔ	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	H		18	o	sxw-T0138-texts-un	do	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
!	H		19	ɔ	sxw-T0138-texts-un	sɔ	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	Ø		20	i	sxw-T0138-texts-un	ji	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
!	H		21	i	sxw-T0138-texts-un	fi	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	H		22	u	sxw-T0138-texts-un	bu	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	Ø	%	23	ɔ	sxw-T0138-texts-un	nɔ	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	H		24	i	sxw-T0138-texts-un	mi	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	Ø		25	ɔ	sxw-T0138-texts-un	nɔ	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
!	H		26	a	sxw-T0138-texts-un	kpla	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	Ø		27	o	sxw-T0138-texts-un	onu	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
!	H		28	u	sxw-T0138-texts-un	onu	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	H	%	29	ɔ	sxw-T0138-texts-un	sɔ	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	Ø		30	i	sxw-T0138-texts-un	ninɔmɛ	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	Ø		31	ɔ	sxw-T0138-texts-un	ninɔmɛ	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	Ø		32	ɛ	sxw-T0138-texts-un	ninɔmɛ	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	L		33	ɔ	sxw-T0138-texts-un	mɔ	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	H		34	a	sxw-T0138-texts-un	ɦa	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	Ø		35	ɔ	sxw-T0138-texts-un	tɔ	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
!	H		36	a	sxw-T0138-texts-un	la	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	Ø		37	e	sxw-T0138-texts-un	je	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	Ø		38	u	sxw-T0138-texts-un	wu	bo nã nã nã je nã nɔ̃ jawu va mĩakɔ̃ nɔ̃ je ko mɔ̃ do sɔ̃ ji fi bu nɔ̃ mĩ nɔ̃ kplã onũ sɔ̃ nĩnɔ̃mɛ̃ mɔ̃ ɦa tɔ̃ la je wu	10
	H		1	o	sxw-T0138-texts-un	kpodo	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	H		2	o	sxw-T0138-texts-un	kpodo	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	L		3	a	sxw-T0138-texts-un	dawavi	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	Ø		4	a	sxw-T0138-texts-un	dawavi	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	LH	top%	5	i	sxw-T0138-texts-un	dawavi	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	H		6	e	sxw-T0138-texts-un	xe	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	Ø		7	e	sxw-T0138-texts-un	je	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	Ø		8	a	sxw-T0138-texts-un	na	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
!	H		9	i	sxw-T0138-texts-un	mi	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	H		10	o	sxw-T0138-texts-un	ɖo	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	Ø		11	ɔ	sxw-T0138-texts-un	nɔ	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	Ø		12	e	sxw-T0138-texts-un	le	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
!	H		13	e	sxw-T0138-texts-un	egbe	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	H	top%	14	e	sxw-T0138-texts-un	egbe	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	Ø		15	e	sxw-T0138-texts-un	je	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	L		16	ɔ	sxw-T0138-texts-un	gbɔ	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	Ø		17	o	sxw-T0138-texts-un	ovo	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	L		18	o	sxw-T0138-texts-un	ovo	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	Ø		19	a	sxw-T0138-texts-un	na	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	L		20	a	sxw-T0138-texts-un	dawavi	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	Ø		21	a	sxw-T0138-texts-un	dawavi	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	L		22	i	sxw-T0138-texts-un	dawavi	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	H		23	a	sxw-T0138-texts-un	saa	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	H		24	a	sxw-T0138-texts-un	saa	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	Ø	%	25	ɔ	sxw-T0138-texts-un	tɔ	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	Ø		26	i	sxw-T0138-texts-un	ninɔmɛ	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	Ø		27	ɔ	sxw-T0138-texts-un	ninɔmɛ	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	Ø		28	ɛ	sxw-T0138-texts-un	ninɔmɛ	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	H		29	a	sxw-T0138-texts-un	na	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	Ø		30	e	sxw-T0138-texts-un	je	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	L		31	o	sxw-T0138-texts-un	do	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	H		32	a	sxw-T0138-texts-un	kpla	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
!	H		33	i	sxw-T0138-texts-un	mi	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	Ø		34	e	sxw-T0138-texts-un	je	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
!	H		35	a	sxw-T0138-texts-un	saa	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	H	top%	36	a	sxw-T0138-texts-un	saa	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	H		37	e	sxw-T0138-texts-un	e	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	L		38	ɔ	sxw-T0138-texts-un	gbɔ	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	Ø		39	o	sxw-T0138-texts-un	ovo	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	L		40	o	sxw-T0138-texts-un	ovo	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	Ø		41	a	sxw-T0138-texts-un	na	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	H		42	e	sxw-T0138-texts-un	xe	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	Ø		43	a	sxw-T0138-texts-un	na	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
!	H		44	i	sxw-T0138-texts-un	mi	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	H		45	o	sxw-T0138-texts-un	lo	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	L		46	a	sxw-T0138-texts-un	alo	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	H		47	o	sxw-T0138-texts-un	alo	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	L		48	a	sxw-T0138-texts-un	dawavi	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	Ø		49	a	sxw-T0138-texts-un	dawavi	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	L		50	i	sxw-T0138-texts-un	dawavi	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	H		51	e	sxw-T0138-texts-un	egbe	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	H		52	e	sxw-T0138-texts-un	egbe	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	Ø		53	ɔ	sxw-T0138-texts-un	tɔ	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	Ø	utt%	54	e	sxw-T0138-texts-un	je	kpodo dãwavi xe je nã mĩ ɖo nɔ̃ le egbe je gbɔ̃ ovo nã dãwavi saa tɔ̃ nĩnɔ̃mɛ̃ nã je do kplã mĩ je saa, e gbɔ̃ ovo nã xe nã mĩ lo alo dãwavi egbe tɔ̃ je	11
	H		1	e	sxw-T0138-texts-un	e	e nã nã dãwavi egbe tɔ̃ je mĩ nɔ̃ wle objo nã je a bo do vivi je wu a bo kpeŋũ do je wu	12
	H		2	a	sxw-T0138-texts-un	na	e nã nã dãwavi egbe tɔ̃ je mĩ nɔ̃ wle objo nã je a bo do vivi je wu a bo kpeŋũ do je wu	12
	Ø		3	a	sxw-T0138-texts-un	na	e nã nã dãwavi egbe tɔ̃ je mĩ nɔ̃ wle objo nã je a bo do vivi je wu a bo kpeŋũ do je wu	12
